sample_id,dataset,stratum,question_len,difficulty,n_clues,n_cells,acc_low,acc_high,acc_max,rt_low,rt_high,rt_max,cost_low,cost_high,cost_max,latency_low,latency_high,latency_max,best_setting,label
zebralogic_03481,zebralogic_grid,2,810,0.2777777777777778,4,10,0.0,0.0,0.0,1146.8,1540.6,1990.2,0.000373,0.000493,0.000622,10765.6,14165.2,17580.8,low,low
zebralogic_03499,zebralogic_grid,5,1998,0.6944444444444444,17,25,0.0,0.0,0.0,6254.2,7868.4,8886.4,0.001857,0.002319,0.002606,57202.6,74096.0,82149.6,low,low
zebralogic_03503,zebralogic_grid,2,794,0.2777777777777778,5,10,0.0,0.0,0.0,684.4,604.2,852.6,0.000244,0.000233,0.000304,6318.0,5655.2,7899.6,high,high
zebralogic_03520,zebralogic_grid,4,1548,0.5555555555555556,14,20,0.0,0.0,0.0,3991.0,4811.0,5356.8,0.001204,0.001447,0.0016,36184.2,43702.6,49621.4,low,low
zebralogic_03555,zebralogic_grid,1,415,0.1111111111111111,2,4,0.0,0.0,0.0,359.4,376.8,342.2,0.000134,0.00015,0.000142,3731.0,3971.4,7674.4,max,max
zebralogic_03559,zebralogic_grid,1,461,0.1111111111111111,2,4,0.8,1.0,1.0,227.2,130.4,195.2,9.6e-05,8e-05,0.0001,2858.8,2033.8,2427.8,high,high
zebralogic_03560,zebralogic_grid,4,1758,0.6666666666666666,15,24,0.0,0.0,0.0,4048.8,5273.2,5194.6,0.001231,0.001585,0.001565,37671.0,49821.8,48809.0,low,low
zebralogic_03563,zebralogic_grid,2,917,0.3333333333333333,6,12,0.0,0.4,0.2,5137.4,4914.6,4696.4,0.001493,0.001442,0.001382,48137.4,46974.6,44196.4,high,high
zebralogic_03565,zebralogic_grid,4,1432,0.5,10,18,0.0,0.0,0.0,5212.8,20932.6,15593.0,0.001539,0.005952,0.004457,48587.2,199246.8,145156.2,low,low
zebralogic_03567,zebralogic_grid,1,687,0.2222222222222222,6,8,0.4,1.0,1.0,1940.6,1859.6,2772.4,0.000588,0.000577,0.000834,15131.0,17724.2,26428.0,high,high
zebralogic_03574,zebralogic_grid,5,2077,0.6666666666666666,18,24,0.0,0.0,0.0,8882.2,10132.0,12353.4,0.002599,0.002961,0.003584,78130.8,88874.6,109178.2,low,low
zebralogic_03579,zebralogic_grid,3,1020,0.3333333333333333,8,12,0.0,0.0,0.0,2050.8,3631.0,3764.6,0.000634,0.001088,0.001127,19305.6,34184.2,37343.4,low,low
zebralogic_03595,zebralogic_grid,1,692,0.2222222222222222,6,8,0.0,0.0,0.0,1134.4,744.0,1207.2,0.000364,0.000265,0.000396,10893.4,7534.0,11956.4,high,high
zebralogic_03616,zebralogic_grid,4,1203,0.5,14,18,0.2,0.8,1.0,3396.4,4679.2,3976.0,0.001024,0.001394,0.001199,32962.2,45708.4,39012.0,max,max
zebralogic_03623,zebralogic_grid,3,1180,0.4444444444444444,12,16,0.0,0.0,0.0,2868.4,4788.0,3277.4,0.000873,0.001421,0.001,29221.4,48555.8,33408.6,low,low
zebralogic_03625,zebralogic_grid,5,1864,0.6666666666666666,18,24,0.0,0.0,0.0,4786.4,8882.8,6480.0,0.001439,0.002597,0.001926,44036.8,82402.6,60090.2,low,low
zebralogic_03627,zebralogic_grid,5,2503,0.8333333333333334,24,30,0.0,0.0,0.0,5647.8,9270.2,10333.6,0.001712,0.002736,0.003036,51796.0,83599.6,96562.2,low,low
zebralogic_03629,zebralogic_grid,2,853,0.3333333333333333,5,12,0.0,0.0,0.0,1453.4,1143.6,1308.0,0.000463,0.000387,0.000435,13302.2,10846.6,12565.2,high,high
zebralogic_03630,zebralogic_grid,4,1128,0.5,14,18,0.0,0.0,0.0,3296.2,3283.2,3633.0,0.000996,0.001002,0.001102,31855.2,31709.2,35678.0,high,high
zebralogic_03631,zebralogic_grid,1,567,0.16666666666666666,4,6,0.0,0.0,0.0,643.4,537.8,495.0,0.000219,0.0002,0.00019,6534.0,5443.4,5343.2,max,max
zebralogic_03634,zebralogic_grid,4,1460,0.5,13,18,0.0,0.0,0.0,5645.6,8098.8,8809.0,0.001669,0.002367,0.002569,52946.0,77249.2,84365.6,low,low
zebralogic_03649,zebralogic_grid,3,1047,0.4166666666666667,10,15,0.0,0.0,0.0,1013.8,879.4,1053.4,0.000348,0.000321,0.000372,10999.6,9296.6,11196.4,high,high
zebralogic_03709,zebralogic_grid,3,1292,0.4166666666666667,9,15,0.0,0.0,0.0,1470.4,1534.0,1841.2,0.000484,0.000513,0.000602,15728.0,14756.0,18106.0,low,low
zebralogic_03712,zebralogic_grid,4,1305,0.5,10,18,0.0,0.0,0.0,1940.0,2580.8,3225.0,0.000623,0.000813,0.000995,19440.2,25824.6,32508.6,low,low
zebralogic_03726,zebralogic_grid,4,1326,0.5555555555555556,13,20,0.2,0.6,0.2,2924.8,3598.0,2776.4,0.000899,0.001098,0.00087,28627.4,33440.4,26330.4,high,high
zebralogic_03727,zebralogic_grid,2,734,0.25,4,9,0.0,0.0,0.0,5295.0,7672.2,11221.2,0.001529,0.002206,0.003202,47484.2,70605.4,102433.6,low,low
zebralogic_03728,zebralogic_grid,2,969,0.3333333333333333,7,12,0.2,0.6,0.4,1464.8,1702.0,2223.4,0.000469,0.000546,0.000694,13581.0,16049.4,26971.4,high,high
zebralogic_03736,zebralogic_grid,3,889,0.3333333333333333,10,12,1.0,0.6,0.6,1782.6,2034.2,1759.0,0.000556,0.000638,0.000562,18365.0,20796.4,18530.8,low,low
zebralogic_03737,zebralogic_grid,5,2011,0.8333333333333334,17,30,0.0,0.0,0.0,9385.4,12077.4,12581.0,0.002749,0.003513,0.003657,93187.0,119162.4,129090.6,low,low
zebralogic_03746,zebralogic_grid,5,2725,1.0,25,36,0.0,0.0,0.0,9923.0,15263.2,13907.4,0.002917,0.004422,0.004044,94096.4,141987.2,131746.4,low,low
zebralogic_03750,zebralogic_grid,3,1169,0.4444444444444444,11,16,0.6,0.8,0.2,2195.2,1848.8,2548.8,0.000685,0.000599,0.000796,21705.6,19205.8,26058.6,high,high
zebralogic_03753,zebralogic_grid,2,927,0.3333333333333333,6,12,0.0,0.0,0.0,1504.0,1405.6,1868.6,0.00048,0.000463,0.000593,14143.2,13875.0,17983.8,high,high
zebralogic_03759,zebralogic_grid,5,2215,0.8333333333333334,23,30,0.0,0.0,0.0,10364.0,11821.2,11090.0,0.00302,0.003438,0.003236,100434.4,112265.0,106824.4,low,low
zebralogic_03763,zebralogic_grid,3,1271,0.4166666666666667,9,15,0.0,0.0,0.0,2400.6,1903.0,2292.4,0.000751,0.000622,0.000733,22561.6,18177.6,22287.2,high,high
zebralogic_03767,zebralogic_grid,3,961,0.3333333333333333,9,12,0.0,0.0,0.0,2810.8,4836.0,4312.6,0.00085,0.001428,0.001283,29046.6,60190.2,44199.6,low,low
zebralogic_03788,zebralogic_grid,5,2006,0.6666666666666666,18,24,0.0,0.0,0.0,7705.0,12915.2,11460.8,0.002259,0.003728,0.003323,73372.0,126752.8,112912.4,low,low
zebralogic_03821,zebralogic_grid,1,649,0.16666666666666666,3,6,0.0,0.0,0.0,415.6,356.6,394.6,0.000157,0.000151,0.000164,4440.0,4152.8,4565.8,high,high
zebralogic_03830,zebralogic_grid,2,724,0.25,4,9,0.0,0.0,0.0,1218.2,1273.2,1353.2,0.000388,0.000414,0.000438,11790.4,12812.0,13534.2,low,low
zebralogic_03846,zebralogic_grid,3,933,0.3333333333333333,8,12,0.0,0.0,0.0,1295.0,1303.6,1455.0,0.000423,0.000437,0.000481,13396.6,14127.2,15434.0,low,low
zebralogic_03866,zebralogic_grid,4,1385,0.5,15,18,0.0,0.0,0.0,9951.8,13553.8,11657.8,0.002867,0.003886,0.003357,89537.6,128837.4,110937.0,low,low
zebralogic_03868,zebralogic_grid,2,744,0.25,6,9,0.2,0.2,0.2,1187.8,835.6,1160.0,0.000381,0.000292,0.000385,11546.2,8846.4,11508.8,high,high
zebralogic_03885,zebralogic_grid,2,720,0.25,4,9,1.0,1.0,1.0,1951.8,1677.2,2106.2,0.000593,0.000527,0.000649,18721.6,16468.4,20899.6,high,high
zebralogic_03914,zebralogic_grid,5,2500,1.0,23,36,0.0,0.0,0.0,20264.8,32246.8,24034.4,0.005817,0.009181,0.006883,195986.6,309359.2,241877.6,low,low
zebralogic_03936,zebralogic_grid,2,736,0.25,5,9,0.0,0.0,0.0,4282.2,6010.8,6434.8,0.001246,0.001741,0.001861,39321.6,60040.2,64327.8,low,low
zebralogic_03948,zebralogic_grid,3,1031,0.4166666666666667,8,15,0.0,0.0,0.0,1425.2,1987.6,1296.8,0.000462,0.000631,0.00044,15421.6,21462.6,13846.2,max,max
zebralogic_03959,zebralogic_grid,4,1419,0.5,10,18,0.0,0.0,0.0,3622.6,6442.2,6026.6,0.001098,0.001898,0.001784,33708.8,59327.8,56431.0,low,low
zebralogic_03960,zebralogic_grid,2,807,0.3333333333333333,6,12,0.0,0.0,0.0,2937.6,3838.4,4754.4,0.000875,0.001139,0.001397,27265.2,35527.8,44149.6,low,low
zebralogic_03973,zebralogic_grid,1,588,0.16666666666666666,4,6,0.0,0.0,0.0,767.6,785.8,849.8,0.000258,0.000274,0.000294,6837.2,6981.0,8015.2,low,low
zebralogic_03981,zebralogic_grid,4,1439,0.5,14,18,0.0,0.0,0.0,5312.6,5776.6,7716.6,0.001577,0.001718,0.002263,50833.6,57603.2,76068.2,low,low
zebralogic_04011,zebralogic_grid,5,2223,0.8333333333333334,23,30,0.0,0.0,0.0,7801.2,17715.6,12203.2,0.002311,0.005096,0.003555,78412.0,171577.8,115999.4,low,low
zebralogic_04023,zebralogic_grid,2,884,0.2777777777777778,5,10,0.0,0.0,0.0,1018.6,1183.6,1413.6,0.000339,0.000397,0.000462,10493.6,12393.4,14624.6,low,low
zebralogic_04030,zebralogic_grid,4,1420,0.5,12,18,0.0,0.0,0.0,4107.4,5257.4,4844.6,0.001236,0.001569,0.001455,38786.8,50897.0,47821.0,low,low
zebralogic_04032,zebralogic_grid,1,545,0.16666666666666666,3,6,0.0,0.0,0.0,358.6,339.8,390.8,0.000139,0.000145,0.000161,3852.8,3577.8,4387.4,high,high
zebralogic_04034,zebralogic_grid,3,1016,0.3333333333333333,8,12,0.0,0.0,0.0,1245.2,1383.8,1992.6,0.000414,0.000464,0.000635,12662.6,14924.2,21424.8,low,low
zebralogic_04042,zebralogic_grid,4,1341,0.5555555555555556,12,20,0.0,0.0,0.0,3569.0,4967.8,4173.8,0.001077,0.001479,0.001259,38558.6,54099.4,44771.4,low,low
zebralogic_04071,zebralogic_grid,5,1678,0.6666666666666666,17,24,0.0,0.0,0.0,10113.8,12844.6,11306.8,0.002933,0.003708,0.003278,97702.2,119990.6,109008.8,low,low
zebralogic_04096,zebralogic_grid,5,1992,0.8333333333333334,19,30,0.0,0.0,0.0,11275.8,19838.2,17681.4,0.003281,0.005689,0.005087,115009.2,205268.2,181305.8,low,low
zebralogic_04099,zebralogic_grid,4,1473,0.5555555555555556,12,20,0.0,0.0,0.0,4762.6,6865.2,5921.8,0.001419,0.002018,0.001755,47577.8,66599.8,58408.8,low,low
zebralogic_04105,zebralogic_grid,1,674,0.2222222222222222,5,8,0.0,0.0,0.0,892.0,861.2,939.2,0.000295,0.000298,0.000321,8246.4,8365.0,9087.4,high,high
zebralogic_04106,zebralogic_grid,5,1802,0.6666666666666666,16,24,0.0,0.0,0.0,4435.4,7930.0,5340.8,0.001338,0.002328,0.001605,44458.8,80865.0,53515.4,low,low
zebralogic_04112,zebralogic_grid,2,774,0.25,5,9,0.8,1.0,0.8,1247.8,1071.8,1767.4,0.000397,0.000359,0.000555,12287.0,11140.4,17568.6,high,high
zebralogic_04114,zebralogic_grid,2,744,0.25,5,9,0.0,0.0,0.0,2257.2,4142.8,3237.2,0.00068,0.001219,0.000966,20715.0,38899.4,28990.4,low,low
zebralogic_04131,zebralogic_grid,5,2656,1.0,25,36,0.0,0.0,0.0,13156.0,17562.8,19651.4,0.003822,0.005065,0.005652,125737.2,156999.6,180405.4,low,low
zebralogic_04147,zebralogic_grid,2,954,0.3333333333333333,5,12,0.0,0.0,0.0,1323.6,1089.4,2074.0,0.000429,0.000377,0.000653,12390.0,10540.4,20112.2,high,high
zebralogic_04148,zebralogic_grid,5,2774,1.0,29,36,0.0,0.0,0.0,11747.2,21240.0,18938.6,0.00343,0.0061,0.005457,336928.0,204584.4,180177.4,low,low
zebralogic_04156,zebralogic_grid,4,1342,0.5555555555555556,12,20,0.0,0.0,0.0,12199.4,22696.8,20183.2,0.003497,0.006447,0.005744,115936.6,211846.6,193418.4,low,low
zebralogic_04160,zebralogic_grid,1,662,0.16666666666666666,5,6,0.0,0.0,0.0,1614.8,1860.4,1945.6,0.000494,0.000574,0.000599,14059.0,16402.8,17865.0,low,low
zebralogic_04169,zebralogic_grid,5,2389,0.8333333333333334,21,30,0.0,0.0,0.0,16921.8,25473.0,24166.4,0.004867,0.007272,0.006908,130899.4,884808.4,603143.4,low,low
zebralogic_04186,zebralogic_grid,5,2044,0.6666666666666666,19,24,0.0,0.0,0.0,3842.2,4942.6,3989.4,0.001181,0.001499,0.001234,144534.2,46434.0,39662.0,low,low
zebralogic_04190,zebralogic_grid,3,1029,0.3333333333333333,8,12,0.4,0.4,0.2,1500.0,1203.6,3454.8,0.000483,0.000411,0.001042,15484.0,12530.8,34540.2,high,high
zebralogic_04217,zebralogic_grid,2,922,0.3333333333333333,6,12,0.6,0.6,0.4,787.6,767.0,913.0,0.000281,0.000286,0.000329,8024.6,7924.2,9349.6,high,high
zebralogic_04225,zebralogic_grid,3,969,0.3333333333333333,7,12,0.0,0.0,0.0,1393.4,1675.6,1724.8,0.000448,0.000538,0.000553,14493.6,17715.4,18024.8,low,low
zebralogic_04233,zebralogic_grid,4,1884,0.6666666666666666,15,24,0.0,0.0,0.0,6187.0,9575.2,9576.0,0.001836,0.002795,0.002796,59918.2,96624.6,96627.6,low,low
zebralogic_04234,zebralogic_grid,1,415,0.1111111111111111,2,4,0.0,0.0,0.0,284.0,173.0,322.2,0.000111,9.1e-05,0.000135,3233.6,2484.2,3811.4,high,high
zebralogic_04237,zebralogic_grid,1,542,0.16666666666666666,4,6,0.0,0.0,0.0,566.2,513.8,535.4,0.000201,0.000197,0.000205,5549.8,5377.8,5427.4,high,high
